Data;Descrição;Valor;Tipo;Categoria;Setor;Centro de Custo;ID Transação;Conciliado com;Memo
2025-06-16;;160.0;Receita;Transferência;Administrativo;Financeiro;202506160777;;"Pix recebido: ""Cp :60701190-ALLMA NORTE COMERCIO DE VEICULOS LTDA"""
2025-06-16;;-700.0;Despesa;Transferência;Administrativo;Financeiro;202506160778;;"Pix enviado: ""Cp :18236120-Jose Eduardo Martin Rosa"""
2025-06-16;;-480.0;Despesa;Transferência;Administrativo;Financeiro;202506160779;;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira"""
2025-06-16;;-15.0;Despesa;Transferência;Administrativo;Financeiro;2025061607710;;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira"""
2025-06-16;;-43.9;Despesa;Transferência;Administrativo;Financeiro;2025061607711;;"Pix enviado: ""Cp :01027058-WILLIAM LOPES DA SILVARESTAURANTE"""
2025-06-15;;-900.0;Despesa;Transferência;Administrativo;Financeiro;202506150771;;"Pix enviado: ""Cp :10573521-Ezequiel Lugatto Siqueira"""
2025-06-15;;-1000.0;Despesa;Transferência;Administrativo;Financeiro;202506150772;;"Pix enviado: ""Cp :18236120-Alceu Rodrigues Neto"""
2025-06-15;;-11.69;Despesa;Transferência;Administrativo;Financeiro;202506150773;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-15;;-11.71;Despesa;Transferência;Administrativo;Financeiro;202506150774;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-15;;6.44;Receita;Transferência;Administrativo;Financeiro;202506150775;;"Pix enviado devolvido: ""Cp :21018182-Uber"""
2025-06-15;;-15.0;Despesa;Transferência;Administrativo;Financeiro;202506150776;;"Pix enviado: ""Cp :60701190-LANCHES E CAFE CONTE LTDA"""
2025-06-15;;-9.94;Despesa;Transferência;Administrativo;Financeiro;202506150777;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-15;;-33.0;Despesa;Transferência;Administrativo;Financeiro;202506150778;;"Pix enviado: ""Cp :18236120-Nicolas Rosa Avila Barros"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140771;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140772;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140773;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140774;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140775;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140776;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140777;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140778;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;202506140779;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061407710;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061407711;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061407712;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061407713;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061407714;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061407715;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061407716;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-14;;-1230.0;Despesa;Transferência;Administrativo;Financeiro;2025061407717;;"Pix enviado: ""Cp :90400888-Nayra Kelly Molina Rodero Saraiva"""
2025-06-14;;-51.7;Despesa;Transferência;Administrativo;Financeiro;2025061407718;;"Pix enviado: ""00019 403444195 KIBERAMA RESTAURANTE ARABE LTDA"""
2025-06-14;;-50.0;Despesa;Transferência;Administrativo;Financeiro;2025061407719;;"Pix enviado: ""Cp :16501555-Maria Maria Beauty"""
2025-06-14;;-52.26;Despesa;Transferência;Administrativo;Financeiro;2025061407720;;"Pix enviado: ""Cp :90400888-RAIA DROGASIL SA"""
2025-06-13;;170.0;Receita;Pagamento;Administrativo;Financeiro;202506130771;;"Boleto de cobranca recebido: ""112/90321807821"""
2025-06-13;;126.0;Receita;Pagamento;Administrativo;Financeiro;202506130772;;"Boleto de cobranca recebido: ""112/90321807763"""
2025-06-13;;142.31;Receita;Pagamento;Administrativo;Financeiro;202506130773;;"Boleto de cobranca recebido: ""112/90321807656"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;202506130774;;"Boleto de cobranca recebido: ""112/90321807714"""
2025-06-13;;238.56;Receita;Pagamento;Administrativo;Financeiro;202506130775;;"Boleto de cobranca recebido: ""112/90321807789"""
2025-06-13;;185.86;Receita;Pagamento;Administrativo;Financeiro;202506130776;;"Boleto de cobranca recebido: ""112/90321807698"""
2025-06-13;;45.0;Receita;Pagamento;Administrativo;Financeiro;202506130777;;"Boleto de cobranca recebido: ""112/90321807797"""
2025-06-13;;130.0;Receita;Pagamento;Administrativo;Financeiro;202506130778;;"Boleto de cobranca recebido: ""112/90321807482"""
2025-06-13;;189.84;Receita;Pagamento;Administrativo;Financeiro;202506130779;;"Boleto de cobranca recebido: ""112/90321807706"""
2025-06-13;;153.0;Receita;Pagamento;Administrativo;Financeiro;2025061307710;;"Boleto de cobranca recebido: ""112/90323105505"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307711;;"Boleto de cobranca recebido: ""112/90321807839"""
2025-06-13;;600.0;Receita;Pagamento;Administrativo;Financeiro;2025061307712;;"Boleto de cobranca recebido: ""112/90321807458"""
2025-06-13;;495.0;Receita;Pagamento;Administrativo;Financeiro;2025061307713;;"Boleto de cobranca recebido: ""112/90321807961"""
2025-06-13;;96.0;Receita;Pagamento;Administrativo;Financeiro;2025061307714;;"Boleto de cobranca recebido: ""112/90321807599"""
2025-06-13;;610.0;Receita;Pagamento;Administrativo;Financeiro;2025061307715;;"Boleto de cobranca recebido: ""112/90321807888"""
2025-06-13;;120.0;Receita;Pagamento;Administrativo;Financeiro;2025061307716;;"Boleto de cobranca recebido: ""112/90321807516"""
2025-06-13;;124.0;Receita;Pagamento;Administrativo;Financeiro;2025061307717;;"Boleto de cobranca recebido: ""112/90326011700"""
2025-06-13;;230.0;Receita;Pagamento;Administrativo;Financeiro;2025061307718;;"Boleto de cobranca recebido: ""112/90326011676"""
2025-06-13;;1742.62;Receita;Pagamento;Administrativo;Financeiro;2025061307719;;"Boleto de cobranca recebido: ""112/90326011684"""
2025-06-13;;-48.0;Despesa;Transferência;Administrativo;Financeiro;2025061307720;;"Pix enviado: ""Cp :90400888-FRUTARIA JK LTDA ME"""
2025-06-13;;189.71;Receita;Pagamento;Administrativo;Financeiro;2025061307721;;"Boleto de cobranca recebido: ""112/90321807631"""
2025-06-13;;134.27;Receita;Pagamento;Administrativo;Financeiro;2025061307722;;"Boleto de cobranca recebido: ""112/90321807524"""
2025-06-13;;220.0;Receita;Pagamento;Administrativo;Financeiro;2025061307723;;"Boleto de cobranca recebido: ""112/90321807623"""
2025-06-13;;120.0;Receita;Pagamento;Administrativo;Financeiro;2025061307724;;"Boleto de cobranca recebido: ""112/90321807615"""
2025-06-13;;240.0;Receita;Pagamento;Administrativo;Financeiro;2025061307725;;"Boleto de cobranca recebido: ""112/90321807730"""
2025-06-13;;-19.16;Despesa;Transferência;Administrativo;Financeiro;2025061307726;;"Pix enviado: ""Cp :90400888-RAIA DROGASIL SA"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307727;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307728;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307729;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307730;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307731;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307732;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307733;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307734;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307735;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307736;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307737;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307738;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307739;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307740;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-2.49;Despesa;Pagamento;Administrativo;Financeiro;2025061307741;;"Tarifa liquidacao de boleto: ""Tarifa boleto pagamento via Cod Barras"""
2025-06-13;;-17.0;Despesa;Transferência;Administrativo;Financeiro;2025061307742;;"Pix enviado: ""Cp :00000000-JUQUINHA SORVETES LTDA"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307743;;"Boleto de cobranca recebido: ""112/90321807847"""
2025-06-13;;90.0;Receita;Pagamento;Administrativo;Financeiro;2025061307744;;"Boleto de cobranca recebido: ""112/90321807532"""
2025-06-13;;360.0;Receita;Pagamento;Administrativo;Financeiro;2025061307745;;"Boleto de cobranca recebido: ""112/90321807904"""
2025-06-13;;290.0;Receita;Pagamento;Administrativo;Financeiro;2025061307746;;"Boleto de cobranca recebido: ""112/90321807920"""
2025-06-13;;95.0;Receita;Pagamento;Administrativo;Financeiro;2025061307747;;"Boleto de cobranca recebido: ""112/90321807946"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307748;;"Boleto de cobranca recebido: ""112/90321807649"""
2025-06-13;;160.0;Receita;Pagamento;Administrativo;Financeiro;2025061307749;;"Boleto de cobranca recebido: ""112/90326011692"""
2025-06-13;;-5085.0;Despesa;Transferência;Administrativo;Financeiro;2025061307750;;"Pix enviado: ""Cp :00000000-Breno Luis Dinis Magri"""
2025-06-13;;240.0;Receita;Pagamento;Administrativo;Financeiro;2025061307751;;"Boleto de cobranca recebido: ""112/90321807912"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307752;;"Boleto de cobranca recebido: ""112/90321807359"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307753;;"Boleto de cobranca recebido: ""112/90321807391"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307754;;"Boleto de cobranca recebido: ""112/90321807771"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307755;;"Boleto de cobranca recebido: ""112/90321807722"""
2025-06-13;;230.0;Receita;Pagamento;Administrativo;Financeiro;2025061307756;;"Boleto de cobranca recebido: ""112/90326011668"""
2025-06-13;;120.0;Receita;Pagamento;Administrativo;Financeiro;2025061307757;;"Boleto de cobranca recebido: ""112/90321807680"""
2025-06-13;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061307758;;"Boleto de cobranca recebido: ""112/90321807441"""
2025-06-13;;130.0;Receita;Pagamento;Administrativo;Financeiro;2025061307759;;"Boleto de cobranca recebido: ""112/90323105489"""
2025-06-12;;-12.0;Despesa;Transferência;Administrativo;Financeiro;202506120771;;"Pix enviado: ""Cp :18236120-Taira Paloma da Costa Malavasi"""
2025-06-12;;-97.9;Despesa;Transferência;Administrativo;Financeiro;202506120772;;"Pix enviado: ""Cp :08561701-BAR OFICIAL CHOP E ESPETO LTDA"""
2025-06-12;;-23.0;Despesa;Transferência;Administrativo;Financeiro;202506120773;;"Pix enviado: ""Cp :16501555-RAFAEL FRANCISCO DE FARIAS"""
2025-06-12;;210.01;Receita;Pagamento;Administrativo;Financeiro;202506120774;;"Boleto de cobranca recebido: ""112/90321807342"""
2025-06-12;;143.24;Receita;Pagamento;Administrativo;Financeiro;202506120775;;"Boleto de cobranca recebido: ""112/90322080634"""
2025-06-12;;-13.28;Despesa;Transferência;Administrativo;Financeiro;202506120776;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-12;;-20.0;Despesa;Transferência;Administrativo;Financeiro;202506120777;;"Pix enviado: ""Cp :18236120-Felipe Pereira Da Silva"""
2025-06-12;;-334.37;Despesa;Transferência;Administrativo;Financeiro;202506120778;;"Pix enviado: ""Cp :08561701-RESENHA STAKE BAR LTDA"""
2025-06-12;;-12.96;Despesa;Transferência;Administrativo;Financeiro;202506120779;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-11;;-40.0;Despesa;Transferência;Administrativo;Financeiro;202506110771;;"Pix enviado: ""Cp :09089356-NIC BR"""
2025-06-11;;-114.52;Despesa;Outros;❗Definir;❗Definir;202506110772;;"Pagamento efetuado: ""PORTOEX SP LOGISTICA LTDA"""
2025-06-11;;-410.1;Despesa;Outros;❗Definir;❗Definir;202506110773;;"Pagamento efetuado: ""CFG EXPRESS TRANSPORTES LTDA - ME"""
2025-06-11;;-652.95;Despesa;Outros;❗Definir;❗Definir;202506110774;;"Pagamento efetuado: ""PORTOEX SP LOGISTICA LTDA"""
2025-06-11;;-13.0;Despesa;Transferência;Administrativo;Financeiro;202506110775;;"Pix enviado: ""Cp :10573521-Tatiane Lisboa Ribeiro"""
2025-06-11;;-73.75;Despesa;Transferência;Administrativo;Financeiro;202506110776;;"Pix enviado: ""Cp :08561701-Sol Cargas Transportes Multimodal LTDA"""
2025-06-11;;-61.13;Despesa;Transferência;Administrativo;Financeiro;202506110777;;"Pix enviado: ""Cp :08561701-Sol Cargas Transportes Multimodal LTDA"""
2025-06-11;;-78.02;Despesa;Transferência;Administrativo;Financeiro;202506110778;;"Pix enviado: ""Cp :08561701-Sol Cargas Transportes Multimodal LTDA"""
2025-06-11;;-42.46;Despesa;Transferência;Administrativo;Financeiro;202506110779;;"Pix enviado: ""Cp :08561701-Sol Cargas Transportes Multimodal LTDA"""
2025-06-11;;60.0;Receita;Pagamento;Administrativo;Financeiro;2025061107710;;"Boleto de cobranca recebido: ""112/90321807755"""
2025-06-10;;-36.0;Despesa;Transferência;Administrativo;Financeiro;202506100771;;"Pix enviado: ""Cp :54403563-Tuna Pagamentos"""
2025-06-10;;-51.0;Despesa;Transferência;Administrativo;Financeiro;202506100772;;"Pix enviado: ""Cp :08561701-Karen Dayane Souza Vieira"""
2025-06-10;;1324.32;Receita;Transferência;Administrativo;Financeiro;202506100773;;"Pix recebido: ""Cp :90400888-NARDINI AGROINDUSTRIAL LTDA"""
2025-06-10;;60.0;Receita;Pagamento;Administrativo;Financeiro;202506100774;;"Boleto de cobranca recebido: ""112/90326011718"""
2025-06-10;;-40.0;Despesa;Transferência;Administrativo;Financeiro;202506100775;;"Pix enviado: ""Cp :09089356-NIC BR"""
2025-06-10;;-240.0;Despesa;Transferência;Administrativo;Financeiro;202506100776;;"Pix enviado: ""Cp :00360305-Antonio Barbosa de Souza Junior"""
2025-06-10;;-190.0;Despesa;Transferência;Administrativo;Financeiro;202506100777;;"Pix enviado: ""Cp :00000000-Hayasaki Certificadora Digital LTDA"""
2025-06-09;;162.5;Receita;Transferência;Administrativo;Financeiro;202506090771;;"Pix recebido: ""Cp :60701190-MEU VELHO PAI TRANSPORTES LTDA"""
2025-06-09;;613.31;Receita;Pagamento;Administrativo;Financeiro;202506090772;;"Boleto de cobranca recebido: ""112/90321807409"""
2025-06-09;;66.4;Receita;Pagamento;Administrativo;Financeiro;202506090773;;"Boleto de cobranca recebido: ""112/90304141214"""
2025-06-09;;-40.0;Despesa;Transferência;Administrativo;Financeiro;202506090774;;"Pix enviado: ""Cp :09089356-NIC BR"""
2025-06-08;;-22.0;Despesa;Transferência;Administrativo;Financeiro;202506080771;;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira"""
2025-06-08;;-60.0;Despesa;Transferência;Administrativo;Financeiro;202506080772;;"Pix enviado: ""Cp :16501555-LUIZ HIDEO SAVAY"""
2025-06-08;;-25.16;Despesa;Transferência;Administrativo;Financeiro;202506080773;;"Pix enviado: ""Cp :90400888-RAIA DROGASIL SA"""
2025-06-08;;-44.8;Despesa;Transferência;Administrativo;Financeiro;202506080774;;"Pix enviado: ""Cp :30306294-ALIPAY BRASIL MEIOS DE PAGAMENTO LTDA"""
2025-06-08;;-73.53;Despesa;Transferência;Administrativo;Financeiro;202506080775;;"Pix enviado: ""Cp :08561701-Sol Cargas Transportes Multimodal LTDA"""
2025-06-08;;-180.0;Despesa;Transferência;Administrativo;Financeiro;202506080776;;"Pix enviado: ""Cp :00360305-Marta Aparecida Fernandes"""
2025-06-08;;-15.59;Despesa;Transferência;Administrativo;Financeiro;202506080777;;"Pix enviado: ""Cp :90400888-RAIA DROGASIL SA"""
2025-06-08;;-11.78;Despesa;Transferência;Administrativo;Financeiro;202506080778;;"Pix enviado: ""Cp :60701190-COMPANHIA BRASILEIRA DE DISTRIBUICAO"""
2025-06-08;;-16.3;Despesa;Transferência;Administrativo;Financeiro;202506080779;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-08;;-91.19;Despesa;Transferência;Administrativo;Financeiro;2025060807710;;"Pix enviado: ""Cp :90400888-VALU LANCHES"""
2025-06-07;;-13.36;Despesa;Transferência;Administrativo;Financeiro;202506070771;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-07;;-15.74;Despesa;Transferência;Administrativo;Financeiro;202506070772;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-07;;2500.0;Receita;Transferência;Administrativo;Financeiro;202506070773;;"Pix recebido: ""Cp :18236120-Sueli Menezes Rosa"""
2025-06-07;;-1440.0;Despesa;Transferência;Administrativo;Financeiro;202506070774;;"Pix enviado: ""Cp :90400888-Natalia Josy Alves de Oliveira"""
2025-06-07;;-19.01;Despesa;Transferência;Administrativo;Financeiro;202506070775;;"Pix enviado: ""Cp :21018182-Uber"""
2025-06-07;;-277.91;Despesa;Transferência;Administrativo;Financeiro;202506070776;;"Pix enviado: ""Cp :60701190-COMPANHIA BRASILEIRA DE DISTRIBUICAO"""
2025-06-07;;-65.0;Despesa;Transferência;Administrativo;Financeiro;202506070777;;"Pix enviado: ""Cp :08561701-Associacao Bodes do Asfalto de Sao Jose do Rio Preto E Regiao"""
2025-06-07;;-31.07;Despesa;Transferência;Administrativo;Financeiro;202506070778;;"Pix enviado: ""Cp :00360305-Hilario Pinotti Filho"""
2025-06-07;;250.0;Receita;Transferência;Administrativo;Financeiro;202506070779;;"Pix recebido: ""Cp :18236120-Leticia Daniele da Silva dos Santos"""
2025-06-07;;-618.25;Despesa;Transferência;Administrativo;Financeiro;2025060707710;;"Pix enviado: ""Cp :18236120-53082484 Jose Pereira Costa"""
2025-06-06;;-32.09;Despesa;Transferência;Administrativo;Financeiro;202506060771;;"Pix enviado: ""Cp :60701190-IFOODCOM AGENCIA DE RESTAURANTES ONLINE SA"""
2025-06-06;;60.0;Receita;Pagamento;Administrativo;Financeiro;202506060772;;"Boleto de cobranca recebido: ""112/90322080717"""
2025-06-06;;65.0;Receita;Transferência;Administrativo;Financeiro;202506060773;;"Pix recebido: ""Cp :00000000-ELISABETH Q RODRIGUES"""
2025-06-06;;65.0;Receita;Transferência;Administrativo;Financeiro;202506060774;;"Pix recebido: ""Cp :00000000-DRAYCTON INDUSTRIAL TEXTIL LTDA"""
2025-06-06;;285.21;Receita;Pagamento;Administrativo;Financeiro;202506060775;;"Boleto de cobranca recebido: ""112/90322080659"""
2025-06-06;;250.0;Receita;Pagamento;Administrativo;Financeiro;202506060776;;"Boleto de cobranca recebido: ""112/90322080709"""
2025-06-06;;170.0;Receita;Pagamento;Administrativo;Financeiro;202506060777;;"Boleto de cobranca recebido: ""112/90321135637"""
2025-06-06;;60.0;Receita;Pagamento;Administrativo;Financeiro;202506060778;;"Boleto de cobranca recebido: ""112/90322080675"""
2025-06-06;;258.4;Receita;Pagamento;Administrativo;Financeiro;202506060779;;"Boleto de cobranca recebido: ""112/90322080618"""
2025-06-06;;-1000.0;Despesa;Transferência;Administrativo;Financeiro;2025060607710;;"Pix enviado: ""Cp :60701190-Nayra Kelly M Rodero Saraiva"""
2025-06-06;;-49.9;Despesa;Transferência;Administrativo;Financeiro;2025060607711;;"Pix enviado: ""Cp :01027058-WILLIAM LOPES DA SILVARESTAURANTE"""
2025-06-05;;1365.0;Receita;Pagamento;Administrativo;Financeiro;202506050771;;"Boleto de cobranca recebido: ""112/90318054668"""
2025-06-05;;1201.93;Receita;Pagamento;Administrativo;Financeiro;202506050772;;"Boleto de cobranca recebido: ""112/90318858399"""
2025-06-05;;120.0;Receita;Pagamento;Administrativo;Financeiro;202506050773;;"Boleto de cobranca recebido: ""112/90326590174"""
2025-06-05;;120.0;Receita;Transferência;Administrativo;Financeiro;202506050774;;"Pix recebido: ""Cp :77984870-Agropulv Equipamentos Agricolas Ltda"""
2025-06-05;;-34.0;Despesa;Transferência;Administrativo;Financeiro;202506050775;;"Pix enviado: ""Cp :10573521-Tatiane Lisboa Ribeiro"""
2025-06-05;;90.01;Receita;Pagamento;Administrativo;Financeiro;202506050776;;"Boleto de cobranca recebido: ""112/90321807573"""
2025-06-05;;520.0;Receita;Pagamento;Administrativo;Financeiro;202506050777;;"Boleto de cobranca recebido: ""112/90322080667"""
2025-06-05;;-50.9;Despesa;Transferência;Administrativo;Financeiro;202506050778;;"Pix enviado: ""Cp :90400888-William Lopes da Silva"""
2025-06-05;;-650.0;Despesa;Transferência;Administrativo;Financeiro;202506050779;;"Pix enviado: ""Cp :18236120-Luiza Silva de Oliveira"""
2025-06-05;;-2500.0;Despesa;Transferência;Administrativo;Financeiro;2025060507710;;"Pix enviado: ""Cp :18236120-Sueli Menezes Rosa"""
2025-06-05;;-95.0;Despesa;Transferência;Administrativo;Financeiro;2025060507711;;"Pix enviado: ""Cp :08071414-Alexandre Vigano Alarmes"""
2025-06-04;;-40.0;Despesa;Transferência;Administrativo;Financeiro;202506040771;;"Pix enviado: ""Cp :00000000-Ismael Pimentel Bueno de Godoi"""
2025-06-04;;-8.0;Despesa;Transferência;Administrativo;Financeiro;202506040772;;"Pix enviado: ""Cp :90400888-FRUTARIA JK LTDA ME"""
2025-06-04;;-17.0;Despesa;Transferência;Administrativo;Financeiro;202506040773;;"Pix enviado: ""Cp :90400888-FRUTARIA JK LTDA ME"""
2025-06-04;;60.0;Receita;Transferência;Administrativo;Financeiro;202506040774;;"Pix recebido: ""Cp :00000000-HIDROMI C PECAS HID LTDA"""
2025-06-04;;60.0;Receita;Transferência;Administrativo;Financeiro;202506040775;;"Pix recebido: ""Cp :18236120-Lucas Casadio Orlandini"""
2025-06-04;;60.0;Receita;Transferência;Administrativo;Financeiro;202506040776;;"Pix recebido: ""Cp :60701190-GSM COMERCIAL EXPORTADORA E IMPORTADORA LTDA"""
2025-06-04;;-57.68;Despesa;Transferência;Administrativo;Financeiro;202506040777;;"Pix enviado: ""Cp :60701190-COMPANHIA BRASILEIRA DE DISTRIBUICAO"""
2025-06-04;;-69.96;Despesa;Transferência;Administrativo;Financeiro;202506040778;;"Pix enviado: ""Cp :90400888-CABRAL ESPETOS E PASTEIS"""
2025-06-03;;-34.98;Despesa;Transferência;Administrativo;Financeiro;202506030771;;"Pix enviado: ""Cp :60701190-IFOODCOM AGENCIA DE RESTAURANTES ONLINE SA"""
2025-06-03;;-30.0;Despesa;Transferência;Administrativo;Financeiro;202506030772;;"Pix enviado: ""Cp :54403563-M4 PRODUTOS E SERVICOS LTDA"""
2025-06-03;;60.0;Receita;Transferência;Administrativo;Financeiro;202506030773;;"Pix recebido: ""Cp :18236120-Kayrone Ferreira dos Santos Reis"""
2025-06-03;;60.0;Receita;Transferência;Administrativo;Financeiro;202506030774;;"Pix recebido: ""Cp :18236120-Washington Valentim"""
2025-06-03;;90.0;Receita;Transferência;Administrativo;Financeiro;202506030775;;"Pix recebido: ""Cp :90400888-RONEY RUIZ LOPES 10588719609"""
2025-06-03;;948.92;Receita;Transferência;Administrativo;Financeiro;202506030776;;"Pix recebido: ""Cp :00000000-CIA L I LTDA - ME"""
2025-06-03;;74.4;Receita;Transferência;Administrativo;Financeiro;202506030777;;"Pix recebido: ""Cp :08561701-CENTRALVIDROS AUTOMOVEIS E CAMINHOES LTDA"""
2025-06-03;;-42.9;Despesa;Transferência;Administrativo;Financeiro;202506030778;;"Pix enviado: ""Cp :01027058-WILLIAM LOPES DA SILVARESTAURAN"""
2025-06-03;;-484.44;Despesa;Transferência;Administrativo;Financeiro;202506030779;;"Pix enviado: ""Cp :90400888-TELEFONICA BRASIL S A"""
2025-06-03;;-496.1;Despesa;Transferência;Administrativo;Financeiro;2025060307710;;"Pix enviado: ""Cp :90400888-TELEFONICA BRASIL S A"""
2025-06-03;;-6.35;Despesa;Transferência;Administrativo;Financeiro;2025060307711;;"Pix enviado: ""Cp :60701190-COMPANHIA BRASILEIRA DE DISTRIBUICAO"""
2025-06-03;;-5.22;Despesa;Transferência;Administrativo;Financeiro;2025060307712;;"Pix enviado: ""Cp :90400888-RAIA DROGASIL SA"""
2025-06-03;;-90.0;Despesa;Transferência;Administrativo;Financeiro;2025060307713;;"Pix enviado: ""Cp :00000000-Domenico E Ravelli amp Cia LTDA"""
2025-06-03;;-22.68;Despesa;Transferência;Administrativo;Financeiro;2025060307714;;"Pix enviado: ""Cp :90400888-RAIA DROGASIL SA"""
